Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Total_Productive_Hours,Is_Overworked,Free_Time,Study_Productive_Ratio
8.2,2.0,5.6,1.9,6.3,2.81,2,16.5,0,0.0,0.4969696668503231
9.0,3.4,5.7,5.6,0.3,3.59,2,12.700000000000001,0,0.0,0.7086613615227274
8.8,3.2,9.7,0.7,1.6,3.07,2,13.600000000000001,0,3.552713678800501e-15,0.6470587759515606
9.3,0.5,8.5,4.2,1.5,3.17,2,11.3,0,0.0,0.823008776724887
9.4,0.7,5.3,4.3,4.3,3.57,2,14.399999999999999,0,0.0,0.6527777324459909
7.4,3.4,6.9,1.0,5.3,3.15,1,16.099999999999998,0,0.0,0.4596273006442671
5.9,2.9,7.6,3.6,4.0,3.13,0,12.8,0,0.0,0.46093746398926067
7.3,3.3,9.1,3.1,1.2,3.34,1,11.8,0,0.0,0.6186440153691513
6.8,3.5,8.6,0.6,4.5,3.23,1,14.8,0,0.0,0.45945942841490345
7.0,3.5,5.2,5.8,2.5,3.26,2,13.0,0,0.0,0.5384614970414233
6.4,1.0,9.7,1.8,5.1,3.25,1,12.5,0,0.0,0.5119999590400033
8.9,1.6,5.7,0.1,7.7,3.42,2,18.200000000000003,0,0.0,0.48901096214225476
6.8,1.4,6.7,3.1,6.0,3.03,1,14.200000000000001,0,0.0,0.4788732057131545
7.2,3.5,7.5,2.9,2.9,3.04,1,13.6,0,0.0,0.5294117257785497
8.3,2.4,7.1,2.5,3.7,3.22,2,14.4,0,0.0,0.5763888488618856
8.9,0.8,9.1,3.4,1.8,3.1,2,11.500000000000002,0,0.0,0.7739129761814802
6.3,3.0,7.6,1.9,5.2,2.48,1,14.5,0,0.0,0.43448272865636356
8.0,4.0,7.2,4.4,0.4,3.11,1,12.4,0,0.0,0.6451612382934485
6.0,1.7,6.1,0.0,10.2,2.87,1,17.9,0,0.0,0.3351955120002507
9.6,3.4,8.7,0.4,1.9,3.5,2,14.9,0,0.0,0.6442952587721302
7.2,0.5,7.6,2.1,6.6,3.11,1,14.3,0,0.0,0.5034964682869603
6.9,2.5,8.6,0.7,5.3,3.29,1,14.7,0,3.552713678800501e-15,0.46938772317090327
6.7,1.8,8.4,3.1,4.0,2.92,1,12.5,0,0.0,0.5359999571200035
9.3,3.5,5.0,4.7,1.5,3.45,2,14.3,0,0.0,0.6503496048706571
7.4,3.9,8.8,1.0,2.9,3.11,1,14.200000000000001,0,0.0,0.5211267238643152
7.7,4.0,9.3,0.3,2.7,2.96,1,14.4,0,0.0,0.5347221850887371
5.0,1.6,6.2,4.9,6.3,3.01,0,12.9,0,0.0,0.3875968691785373
6.7,3.3,5.0,1.8,7.2,2.85,2,17.2,0,0.0,0.3895348610735546
5.3,0.7,7.8,1.7,8.5,2.64,0,14.5,0,0.0,0.36551721617122646
7.1,1.5,9.4,5.4,0.6,2.65,1,9.2,0,0.0,0.7717390465501037
5.5,3.8,5.3,1.8,7.6,2.81,2,16.9,0,0.0,0.3254437677252209
6.5,1.3,5.8,4.7,5.7,3.04,2,13.5,0,0.0,0.48148144581618924
5.6,0.3,9.5,1.1,7.5,2.66,0,13.4,0,0.0,0.4179104165738495
9.1,2.2,5.4,5.7,1.6,3.48,2,12.899999999999999,0,0.0,0.7054263019049379
5.8,3.4,5.1,3.1,6.6,2.79,2,15.799999999999999,0,0.0,0.367088584361482
8.8,3.7,9.5,1.6,0.4,3.29,2,12.900000000000002,0,0.0,0.6821704897542256
6.4,1.2,6.9,2.4,7.1,3.0,1,14.7,0,0.0,0.4353741200425769
7.7,0.6,8.5,1.0,6.2,3.16,1,14.5,0,0.0,0.5310344461355555
9.0,3.0,8.2,0.6,3.2,2.96,2,15.2,0,0.0,0.5921052242036037
7.7,0.3,6.9,2.5,6.6,3.08,1,14.600000000000001,0,0.0,0.5273972241508751
5.9,1.6,9.7,0.8,6.0,2.86,0,13.5,0,0.0,0.43703700466392564
8.8,0.4,9.9,1.9,3.0,3.19,2,12.200000000000001,0,0.0,0.7213114162859495
8.1,0.8,5.7,5.6,3.8,3.45,2,12.7,0,0.0,0.6377952253704547
9.6,3.5,8.1,2.3,0.5,3.4,2,13.6,0,0.0,0.7058823010380662
6.6,2.5,6.8,0.9,7.2,2.88,1,16.3,0,0.0,0.4049079506191441
8.0,3.3,6.9,0.8,5.0,3.08,1,16.3,1,0.0,0.49079751590199283
6.5,2.6,8.0,4.2,2.7,2.83,1,11.799999999999999,0,0.0,0.5508474109451348
6.8,3.3,6.0,2.8,5.1,2.92,1,15.2,0,0.0,0.44736839162050057
5.5,3.5,6.7,4.1,4.2,2.92,0,13.2,0,0.0,0.41666663510101254
5.1,2.8,6.6,0.3,9.2,2.49,0,17.099999999999998,0,3.552713678800501e-15,0.29824559659382477
6.9,0.3,5.7,1.8,9.3,3.15,2,16.500000000000004,0,0.0,0.418181792837467
5.4,3.6,5.0,2.9,7.1,2.74,2,16.1,0,0.0,0.3354037058755462
9.6,0.6,9.8,0.8,3.2,3.29,2,13.4,0,0.0,0.716417856983742
8.7,2.2,9.4,2.0,1.7,3.03,2,12.599999999999998,0,0.0,0.6904761356764972
5.8,3.7,6.6,2.2,5.7,2.9,0,15.2,0,3.552713678800501e-15,0.3815789222645446
8.8,1.4,9.8,3.0,1.0,3.51,2,11.200000000000001,0,0.0,0.7857142155612308
5.2,1.0,7.3,1.4,9.1,2.83,0,15.3,0,0.0,0.3398692588320746
8.7,3.7,7.1,1.5,3.0,3.29,2,15.399999999999999,0,0.0,0.5649350282509722
7.4,1.4,9.5,3.2,2.5,3.22,1,11.3,0,0.0,0.6548671986843188
8.8,3.2,6.7,2.3,3.0,3.24,2,15.0,0,0.0,0.5866666275555582
9.0,3.8,8.1,2.3,0.8,3.55,2,13.600000000000001,1,0.0,0.6617646572231869
9.0,3.4,7.0,0.2,4.4,3.68,2,16.8,0,0.0,0.5357142538265325
7.3,3.0,6.8,3.8,3.1,2.91,1,13.4,0,0.0,0.5447760787480538
5.9,3.0,7.7,1.2,6.2,3.09,0,15.100000000000001,0,0.0,0.3907284509451357
7.4,0.9,9.8,4.2,1.7,2.94,1,10.0,0,0.0,0.7399999260000075
9.8,1.7,7.4,4.6,0.5,3.84,2,12.0,0,0.0,0.8166665986111169
6.3,1.8,5.6,1.2,9.1,2.99,2,17.2,0,3.552713678800501e-15,0.3662790484721483
5.0,0.2,9.9,1.5,7.4,2.94,0,12.6,0,0.0,0.39682536533132023
7.8,0.6,8.6,3.6,3.4,3.26,1,11.799999999999999,0,0.0,0.6610168931341617
8.7,3.1,9.9,1.3,1.0,3.55,2,12.799999999999999,0,0.0,0.6796874468994183
5.3,3.6,5.6,2.0,7.5,2.53,2,16.400000000000002,0,0.0,0.32317071200178576
9.1,2.4,7.0,2.6,2.9,3.28,2,14.4,0,0.0,0.6319444005594166
9.3,0.4,8.9,4.6,0.8,3.58,2,10.500000000000002,0,0.0,0.8857142013605522
5.9,1.7,5.8,4.2,6.4,3.32,2,14.0,0,0.0,0.4214285413265328
6.0,0.8,5.2,1.9,10.1,3.01,2,16.900000000000002,0,3.552713678800501e-15,0.35502956479114994
7.8,3.4,8.3,2.0,2.5,3.18,1,13.700000000000001,0,0.0,0.5693430241355456
6.3,0.2,8.6,0.7,8.2,3.1,1,14.7,0,3.552713678800501e-15,0.42857139941691164
6.5,2.1,7.8,3.6,4.0,2.9,1,12.6,0,0.0,0.5158729749307163
8.1,3.9,8.6,3.1,0.3,2.99,2,12.3,0,0.0,0.6585365318262982
8.8,2.4,6.0,4.0,2.8,3.59,2,14.000000000000002,0,0.0,0.6285713836734727
7.4,2.1,6.7,3.1,4.7,3.44,1,14.200000000000001,0,0.0,0.5211267238643152
6.0,3.2,5.9,0.5,8.4,3.28,2,17.6,0,0.0,0.34090907153925726
7.2,1.1,7.8,2.1,5.8,2.93,1,14.1,1,0.0,0.5106382616568609
9.7,3.7,7.5,1.0,2.1,3.04,2,15.5,0,0.0,0.6258064112382961
9.6,0.0,7.8,4.4,2.2,3.38,2,11.8,0,0.0,0.8135592530881989
7.4,0.3,9.9,3.1,3.3,2.84,1,11.0,0,0.0,0.6727272115702536
7.4,1.7,5.4,0.6,8.9,3.23,2,18.0,0,0.0,0.4111110882716062
9.2,1.0,6.0,3.0,4.8,3.18,2,15.0,0,0.0,0.6133332924444471
5.2,0.2,9.2,0.7,8.7,2.82,0,14.099999999999998,0,3.552713678800501e-15,0.36879430008551073
5.2,1.8,9.2,1.6,6.2,2.68,0,13.200000000000001,0,0.0,0.39393936409550273
7.2,2.3,7.9,2.0,4.6,3.06,1,14.100000000000001,0,0.0,0.5106382616568609
6.6,0.4,6.8,0.6,9.6,3.31,1,16.599999999999998,1,0.0,0.39759033749455797
6.4,2.5,7.3,2.9,4.9,3.12,1,13.8,0,0.0,0.46376808233564626
8.8,1.1,6.6,5.5,2.0,3.32,2,11.9,0,0.0,0.739495736176829
9.6,2.4,7.7,1.1,3.2,3.3,2,15.200000000000001,0,0.0,0.6315789058171772
6.7,3.4,7.8,3.1,3.0,2.98,1,13.1,0,0.0,0.5114503426373784
8.0,0.3,8.4,5.6,1.7,3.28,1,10.0,0,0.0,0.7999999200000081
7.9,0.5,7.9,4.6,3.1,3.38,1,11.5,0,0.0,0.686956462003786
8.2,3.6,8.1,0.5,3.6,3.18,2,15.399999999999999,0,0.0,0.532467497891721
6.5,0.8,9.5,4.6,2.6,2.74,1,9.9,0,0.0,0.6565655902459
5.9,3.0,7.4,1.4,6.3,3.1,0,15.2,0,0.0,0.3881578692001402
8.1,0.2,6.6,2.8,6.3,3.14,2,14.599999999999998,0,3.552713678800501e-15,0.5547944825483232
6.0,3.1,7.1,3.4,4.4,2.84,1,13.5,0,0.0,0.4444444115226362
5.1,0.1,7.2,4.9,6.7,2.94,0,11.9,0,0.0,0.4285713925570258
6.9,3.3,5.7,5.6,2.5,3.05,2,12.7,0,0.0,0.5433070438340911
8.8,3.8,8.4,1.1,1.9,3.3,2,14.5,1,0.0,0.6068965098692063
6.7,2.8,8.8,5.3,0.4,3.05,1,9.9,1,0.0,0.6767676084073123
6.0,3.2,8.7,0.4,5.7,2.6,1,14.899999999999999,0,3.552713678800501e-15,0.4026845367325815
6.5,3.9,8.2,3.9,1.5,2.82,1,11.9,0,0.0,0.5462184414942486
9.9,1.5,9.0,1.6,2.0,3.44,2,13.4,0,0.0,0.738805915014484
9.7,0.9,6.6,4.5,2.3,3.5,2,12.9,0,0.0,0.7519379262063622
7.0,2.4,7.2,4.5,2.9,3.0,1,12.3,0,0.0,0.569105644788159
5.8,1.4,7.0,0.3,9.5,2.49,0,16.7,0,0.0,0.34730536842482823
7.9,3.5,5.8,3.6,3.2,3.01,2,14.600000000000001,1,0.0,0.5410958533495991
8.5,1.6,7.5,0.0,6.4,3.63,2,16.5,0,0.0,0.515151483930213
8.5,2.6,5.2,2.2,5.5,3.26,2,16.6,0,0.0,0.5120481619248094
7.5,3.6,8.6,2.5,1.8,3.19,1,12.9,0,0.0,0.5813953037678059
9.0,3.5,7.3,2.0,2.2,3.43,2,14.7,0,0.0,0.6122448563098738
8.5,0.3,9.3,2.8,3.1,3.26,2,11.9,1,0.0,0.7142856542617098
5.3,2.2,7.1,5.3,4.1,2.9,0,11.599999999999998,0,0.0,0.45689651233650763
7.8,0.2,9.9,3.1,3.0,3.07,1,11.0,0,0.0,0.7090908446281051
6.5,1.9,9.3,1.8,4.5,2.92,1,12.9,1,0.0,0.5038759299320985
6.5,3.1,7.4,1.4,5.6,2.93,1,15.2,0,0.0,0.4276315508137138
5.8,1.3,9.7,2.1,5.1,2.87,0,12.2,0,0.0,0.47540979709755765
5.9,3.6,7.3,4.3,2.9,2.95,0,12.4,0,0.0,0.4758064132414183
9.9,0.2,5.5,4.3,4.1,3.32,2,14.2,0,0.0,0.6971830494941516
5.2,0.1,8.9,0.8,9.0,2.66,0,14.299999999999999,1,0.0,0.3636363382072491
7.3,2.4,7.1,0.2,7.0,3.17,1,16.7,0,3.552713678800501e-15,0.43712572232780106
7.2,2.1,7.4,2.3,5.0,3.13,1,14.299999999999999,1,0.0,0.5034964682869604
9.4,3.6,6.7,2.6,1.7,2.81,2,14.7,0,0.0,0.6394557388125348
6.4,3.8,5.7,3.5,4.6,3.07,2,14.8,0,0.0,0.4324324032140268
6.4,1.1,7.0,6.0,3.5,2.98,1,11.0,0,0.0,0.5818181289256247
5.4,0.6,7.2,3.1,7.7,2.68,0,13.700000000000001,0,0.0,0.39416055517076243
6.3,1.3,5.4,1.8,9.2,3.1,2,16.8,0,3.552713678800501e-15,0.3749999776785727
9.5,0.0,9.1,5.1,0.3,3.05,2,9.8,0,0.0,0.969387656184933
5.5,0.6,9.8,3.2,4.9,3.2,0,11.0,0,0.0,0.4999999545454587
8.7,4.0,6.4,2.6,2.3,3.21,2,15.0,0,0.0,0.5799999613333359
7.7,1.6,5.8,5.9,3.0,3.15,2,12.299999999999999,0,0.0,0.626016209266975
8.0,0.9,7.7,4.2,3.2,3.44,1,12.1,0,0.0,0.6611569701523166
7.6,4.0,8.1,1.6,2.7,3.02,1,14.3,0,0.0,0.5314684943029024
6.9,1.4,7.2,4.7,3.8,3.14,1,12.1,0,0.0,0.5702478867563731
7.4,3.2,7.9,1.9,3.6,2.99,1,14.2,0,0.0,0.5211267238643152
6.1,2.0,6.3,0.1,9.5,3.05,1,17.6,1,0.0,0.34659088939824484
8.2,2.0,7.2,5.8,0.8,3.45,2,11.0,0,0.0,0.7454544776859565
5.7,2.3,9.3,3.5,3.2,2.9,0,11.2,0,0.0,0.5089285259885246
8.6,1.5,5.5,2.7,5.7,3.49,2,15.8,0,0.0,0.5443037630187492
6.2,3.9,9.8,1.0,3.1,2.87,1,13.200000000000001,0,0.0,0.46969693411386865
6.7,3.6,9.8,1.7,2.2,3.06,1,12.5,0,0.0,0.5359999571200035
8.4,1.1,8.7,0.3,5.5,2.86,2,15.0,0,0.0,0.5599999626666692
5.2,1.5,6.8,1.9,8.6,2.38,0,15.3,0,0.0,0.3398692588320746
6.0,1.2,9.9,2.5,4.4,2.88,1,11.6,0,0.0,0.5172413347205747
7.2,2.3,9.9,1.1,3.5,3.31,1,13.0,0,0.0,0.5538461112426069
8.0,0.4,8.4,0.4,6.8,3.39,1,15.200000000000001,0,0.0,0.5263157548476477
8.0,3.0,6.1,5.0,1.9,2.9,1,12.9,0,0.0,0.6201549906856596
5.7,3.8,5.4,1.2,7.9,2.81,2,17.400000000000002,0,3.552713678800501e-15,0.32758618806975925
6.7,2.5,7.7,0.8,6.3,2.81,1,15.5,0,0.0,0.4322580366285138
6.1,1.6,8.5,1.3,6.5,2.76,1,14.2,0,0.0,0.4295774345368004
6.8,1.6,9.9,5.4,0.3,2.89,1,8.7,0,0.0,0.7816091055621719
5.3,1.3,6.3,3.0,8.1,2.94,0,14.7,0,0.0,0.360544193160259
8.9,3.4,9.2,0.9,1.6,3.11,2,13.9,0,0.0,0.6402877237203077
5.3,2.8,5.0,2.5,8.4,3.02,2,16.5,0,0.0,0.3212121017447211
6.6,2.8,8.8,1.8,4.0,2.87,1,13.399999999999999,0,0.0,0.4925372766763227
7.2,2.9,8.5,5.3,0.1,3.26,1,10.2,0,0.0,0.7058822837370311
6.1,2.6,8.0,5.5,1.8,3.01,1,10.5,0,0.0,0.580952325623588
7.8,1.1,7.4,2.0,5.7,3.04,1,14.6,0,0.0,0.5342465387502371
7.9,3.6,7.8,3.0,1.7,3.05,1,13.2,0,0.0,0.5984848031450908
6.2,2.0,6.6,1.1,8.1,2.94,1,16.3,0,0.0,0.38036807482404444
7.5,1.3,6.3,2.8,6.1,3.21,1,14.9,0,0.0,0.5033556709157267
5.5,3.1,9.0,4.6,1.8,2.97,0,10.4,0,0.0,0.528846102995567
5.6,2.6,9.2,3.5,3.1,2.72,0,11.299999999999999,0,0.0,0.4955751773827277
7.6,0.1,8.2,0.5,7.6,3.56,1,15.299999999999999,0,0.0,0.49673199367764753
7.2,1.2,7.7,0.8,7.1,3.28,1,15.5,0,0.0,0.4645160990634775
5.8,0.4,5.7,5.3,6.8,3.0,2,13.0,0,0.0,0.4461538118343222
7.6,1.9,5.5,3.9,5.1,3.17,2,14.6,0,0.0,0.5205479095515131
8.1,0.3,5.6,0.3,9.7,3.25,2,18.099999999999998,1,0.0,0.4475137874301775
6.3,0.5,6.3,2.3,8.6,2.97,1,15.399999999999999,0,0.0,0.4090908825265661
9.2,2.8,5.6,4.4,2.0,3.5,2,14.0,0,0.0,0.6571428102040849
6.4,2.6,6.7,6.0,2.3,2.78,1,11.299999999999999,0,0.0,0.566371631294546
9.7,0.1,8.5,4.1,1.6,3.26,2,11.399999999999999,0,0.0,0.8508771183441125
9.2,3.9,9.9,0.1,0.9,3.48,2,14.0,0,0.0,0.6571428102040849
8.2,0.5,8.3,5.9,1.1,3.44,2,9.799999999999999,0,0.0,0.8367346084964686
9.6,1.8,5.2,2.2,5.2,3.55,2,16.6,0,0.0,0.5783132181739025
7.3,0.2,7.1,2.8,6.6,3.27,1,14.099999999999998,0,0.0,0.5177304597354285
9.6,2.6,6.6,2.7,2.5,3.37,2,14.7,0,3.552713678800501e-15,0.6530611800638654
6.8,2.7,8.3,4.3,1.9,2.58,1,11.399999999999999,1,0.0,0.5964911757463882
6.3,1.3,5.6,3.9,6.9,2.97,2,14.5,0,0.0,0.43448272865636356
9.3,3.6,7.2,1.8,2.1,3.3,2,15.0,0,0.0,0.6199999586666695
5.4,2.7,9.1,1.5,5.3,3.04,0,13.399999999999999,0,0.0,0.402985044553355
9.4,1.0,7.8,1.1,4.7,3.36,2,15.100000000000001,1,0.0,0.6225165150651315
5.5,3.6,9.1,4.4,1.4,2.44,0,10.5,0,0.0,0.5238094739229073
7.7,0.4,8.8,3.5,3.6,3.0,1,11.700000000000001,0,0.0,0.6581196018701195
5.9,0.8,5.9,0.3,11.1,3.11,2,17.8,1,0.0,0.3314606555359182
5.1,0.2,7.9,4.9,5.9,2.82,0,11.2,0,0.0,0.45535710220025877
6.6,1.4,8.0,1.6,6.4,3.23,1,14.4,0,0.0,0.4583333015046318
8.7,2.7,6.0,2.1,4.5,3.67,2,15.899999999999999,0,0.0,0.5471697769075612
5.6,0.5,8.4,5.2,4.3,2.86,0,10.399999999999999,0,3.552713678800501e-15,0.5384614866863956
5.9,0.4,9.1,3.5,5.1,2.96,0,11.4,0,0.0,0.5175438142505426
8.1,3.1,8.5,3.6,0.7,3.12,2,11.899999999999999,0,0.0,0.6806722117082176
8.2,1.3,9.8,0.2,4.5,3.38,2,14.0,0,0.0,0.585714243877554
7.9,0.7,8.6,1.1,5.7,3.18,1,14.3,0,0.0,0.5524475138148592
9.6,0.8,5.7,4.6,3.3,3.12,2,13.7,0,0.0,0.7007298758591332
7.5,3.6,5.7,3.9,3.3,3.01,2,14.4,0,3.552713678800501e-15,0.5208332971643543
8.4,2.4,8.8,1.4,3.0,3.17,2,13.8,0,0.0,0.6086956080655357
7.2,1.6,9.9,1.5,3.8,2.89,1,12.6,0,0.0,0.5714285260771012
7.8,1.0,9.6,1.5,4.1,2.9,1,12.899999999999999,0,0.0,0.6046511159185183
9.5,0.4,8.3,5.3,0.5,3.56,2,10.4,1,0.0,0.9134614506287067
8.4,1.2,5.9,1.8,6.7,3.25,2,16.3,1,0.0,0.5153373916970925
5.5,0.6,5.5,2.5,9.9,2.74,2,16.0,0,0.0,0.34374997851562633
5.7,2.6,6.0,0.6,9.1,2.92,0,17.400000000000002,0,0.0,0.32758618806975925
5.8,3.7,9.1,1.9,3.5,2.97,0,13.0,0,0.0,0.4461538118343222
8.4,2.7,8.1,1.3,3.5,3.68,2,14.600000000000001,1,0.0,0.5753424263464092
5.2,1.8,9.5,3.4,4.1,2.88,0,11.100000000000001,0,0.0,0.46846842626410573
8.4,3.9,9.9,1.2,0.6,3.08,2,12.9,0,0.0,0.6511627402199427
6.2,3.2,5.5,4.7,4.4,2.89,2,13.8,0,0.0,0.44927532976265727
8.2,1.7,7.2,1.9,5.0,3.38,2,14.899999999999999,0,3.552713678800501e-15,0.550335533534528
8.8,3.7,9.7,0.3,1.5,3.39,2,14.0,0,0.0,0.6285713836734727
6.3,0.3,6.3,5.5,5.6,3.06,1,12.2,0,0.0,0.516393400295623
8.2,2.9,6.3,4.3,2.3,3.21,2,13.4,0,0.0,0.6119402528402796
8.1,0.6,9.1,1.4,4.8,3.15,2,13.499999999999998,0,0.0,0.599999955555559
8.3,1.6,8.0,0.6,5.5,3.4,2,15.4,0,0.0,0.5389610039635713
10.0,0.8,6.3,4.0,2.9,3.39,2,13.700000000000001,0,0.0,0.7299269540199304
9.8,3.7,7.5,2.4,0.6,3.35,2,14.100000000000001,0,0.0,0.6950354116996162
6.4,3.3,6.9,0.5,6.9,2.9,1,16.6,0,0.0,0.3855421454492683
6.7,3.9,8.1,2.2,3.1,2.89,1,13.700000000000001,0,3.552713678800501e-15,0.48905105919335334
5.4,0.2,5.6,3.5,9.3,2.98,2,14.9,0,0.0,0.3624160830593233
9.6,2.0,9.2,1.4,1.8,3.64,2,13.4,0,0.0,0.716417856983742
5.9,1.4,8.2,0.4,8.1,3.07,0,15.4,0,0.0,0.3831168582391651
6.8,2.1,10.0,2.4,2.7,2.96,1,11.6,0,0.0,0.5862068460166513
9.0,2.4,9.4,1.3,1.9,3.61,2,13.3,1,0.0,0.6766916784442347
8.0,2.5,7.1,0.9,5.5,3.13,1,16.0,0,0.0,0.4999999687500019
6.1,2.9,6.6,3.0,5.4,3.01,1,14.4,0,0.0,0.4236110816936749
5.8,3.8,9.3,4.4,0.7,3.16,0,10.3,0,0.0,0.5631067414459474
5.7,0.0,5.1,3.5,9.7,2.75,2,15.399999999999999,0,0.0,0.3701298460954646
7.3,2.1,5.0,2.5,7.1,3.0,2,16.5,0,0.0,0.44242421561065354
8.7,0.9,9.1,3.1,2.2,3.65,2,11.799999999999999,0,0.0,0.7372880731111803
6.1,0.9,8.1,5.0,3.9,2.61,1,10.9,0,0.0,0.5596329761804609
9.3,2.7,7.2,2.3,2.5,3.29,2,14.5,0,0.0,0.6413792661117749
6.0,2.5,6.8,6.0,2.7,2.5,1,11.2,0,0.0,0.5357142378826574
7.8,3.7,9.0,1.6,1.9,2.6,1,13.399999999999999,0,0.0,0.5820895087992904
8.6,2.3,7.5,1.1,4.5,2.97,2,15.399999999999999,0,0.0,0.558441522179122
9.6,1.3,9.8,1.8,1.5,3.39,2,12.4,1,0.0,0.7741934859521382
8.2,2.2,5.6,2.3,5.7,3.28,2,16.099999999999998,0,3.552713678800501e-15,0.5093167385517554
7.2,3.1,6.1,1.0,6.6,2.92,1,16.900000000000002,0,0.0,0.42603547774937994
7.0,3.7,8.6,2.0,2.7,2.88,1,13.399999999999999,0,0.0,0.5223880207173119
9.9,2.7,6.4,2.9,2.1,3.49,2,14.7,0,0.0,0.6734693419408612
5.5,3.9,5.9,3.9,4.8,2.99,2,14.200000000000001,0,0.0,0.3873239163856397
8.9,2.7,8.1,3.8,0.5,3.14,2,12.100000000000001,1,0.0,0.7355371292944521
5.4,1.3,6.2,5.9,5.2,3.1,0,11.900000000000002,0,0.0,0.45378147447214495
8.4,0.8,6.2,1.7,6.9,3.12,2,16.1,0,0.0,0.5217390980286274
7.1,0.9,5.1,5.3,5.6,3.05,2,13.6,0,0.0,0.5220587851427364
6.7,0.0,8.4,5.0,3.9,3.05,1,10.6,0,0.0,0.6320754120683575
5.7,0.6,9.0,3.7,5.0,2.88,0,11.299999999999999,0,0.0,0.5044247341217051
6.5,1.5,8.8,4.9,2.3,2.88,1,10.3,0,0.0,0.6310678998963204
7.0,3.8,7.0,4.6,1.6,3.24,1,12.399999999999999,0,0.0,0.5645160835067675
9.5,0.3,9.7,3.7,0.8,3.42,2,10.600000000000001,0,0.0,0.8962263305446857
9.0,0.8,9.0,4.4,0.8,3.37,2,10.600000000000001,0,0.0,0.8490565236739128
5.2,0.6,7.7,3.5,7.0,2.77,0,12.799999999999999,0,0.0,0.40624996826172133
8.2,0.1,9.8,0.3,5.6,3.37,2,13.899999999999999,0,0.0,0.5899280151130925
8.3,3.3,5.1,3.3,4.0,3.27,2,15.600000000000001,1,0.0,0.5320512479454328
7.3,2.0,5.4,4.1,5.2,3.41,2,14.5,0,0.0,0.5034482411415007
7.4,0.6,8.2,1.0,6.8,3.11,1,14.799999999999999,0,0.0,0.49999996621621856
9.4,2.5,5.8,5.8,0.5,3.25,2,12.4,0,0.0,0.758064454994802
8.1,1.0,9.0,4.8,1.1,3.22,2,10.2,0,0.0,0.79411756920416
9.9,2.0,7.3,3.6,1.2,3.51,2,13.1,0,0.0,0.7557251331507533
7.7,0.4,7.1,5.1,3.7,2.94,1,11.8,0,0.0,0.6525423175811595
9.3,0.4,5.5,1.6,7.2,3.29,2,16.9,1,0.0,0.5502958254262825
8.1,1.4,8.9,1.3,4.3,3.27,2,13.799999999999999,1,0.0,0.5869564792060523
8.2,0.9,8.6,5.2,1.1,3.03,2,10.2,0,3.552713678800501e-15,0.8039214898116187
7.1,0.6,8.5,4.6,3.2,3.11,1,10.9,0,0.0,0.6513760870297168
5.5,2.0,9.1,5.6,1.8,2.95,0,9.3,0,0.0,0.5913977858712058
7.7,1.6,9.2,2.7,2.8,3.16,1,12.1,0,0.0,0.6363635837716047
7.4,2.0,9.2,4.5,0.9,2.77,1,10.3,0,0.0,0.7184465321896571
7.5,2.3,6.2,4.8,3.2,2.93,1,13.0,0,0.0,0.5769230325443822
7.4,1.3,5.5,1.4,8.4,3.09,2,17.1,0,0.0,0.4327485127047653
5.8,1.8,6.5,0.2,9.7,2.92,0,17.3,0,3.552713678800501e-15,0.33526009622774006
6.6,2.2,7.8,2.1,5.3,3.09,1,14.099999999999998,1,0.0,0.4680850731854559
6.9,1.0,6.2,2.7,7.2,3.02,1,15.100000000000001,0,0.0,0.45695361212227736
8.8,0.8,8.5,0.1,5.8,3.61,2,15.400000000000002,1,0.0,0.5714285343228225
6.7,2.3,6.0,4.5,4.5,2.92,1,13.5,0,0.0,0.49629625953361045
5.3,3.4,6.0,5.2,4.1,3.06,0,12.799999999999999,0,3.552713678800501e-15,0.4140624676513698
6.6,3.6,5.6,1.1,7.1,2.82,2,17.3,0,0.0,0.3815028681212214
7.5,0.3,6.0,5.7,4.5,3.11,1,12.3,0,0.0,0.6097560479873132
9.6,2.2,6.3,4.1,1.8,3.49,2,13.600000000000001,0,0.0,0.705882301038066
8.3,4.0,6.3,3.6,1.8,3.36,2,14.100000000000001,1,0.0,0.5886524405211035
7.5,1.2,5.8,1.7,7.8,3.25,2,16.5,0,0.0,0.4545454269972468
6.9,3.0,7.7,0.5,5.9,3.17,1,15.8,0,0.0,0.4367088331196941
8.2,3.2,7.3,1.9,3.4,3.2,2,14.8,0,3.552713678800501e-15,0.5540540166179718
5.5,3.5,8.9,1.0,5.1,2.3,0,14.1,0,0.0,0.3900708943212132
8.1,3.8,7.9,2.3,1.9,3.72,2,13.8,0,0.0,0.5869564792060522
5.3,0.3,5.9,0.2,12.3,2.97,2,17.900000000000002,0,3.552713678800501e-15,0.29608936893355475
5.7,3.3,5.8,1.8,7.4,3.04,2,16.400000000000002,0,0.0,0.3475609544170149
6.2,1.5,6.3,2.9,7.1,2.97,1,14.8,0,0.0,0.4189188906135885
5.3,0.6,5.3,3.8,9.0,2.79,2,14.9,0,0.0,0.35570467411378026
5.3,3.3,7.6,3.2,4.6,2.55,0,13.2,0,3.552713678800501e-15,0.40151512109733933
6.0,1.3,8.0,1.3,7.4,2.95,1,14.700000000000001,0,0.0,0.4081632375399158
5.6,3.9,5.1,4.8,4.6,2.7,2,14.1,0,0.0,0.3971630923997807
